dataset_uuid,tag_name
ca0e61cf-4a1b-4624-925d-5c0e821e4b23,inflation
ca0e61cf-4a1b-4624-925d-5c0e821e4b23,biodiversity
ca0e61cf-4a1b-4624-925d-5c0e821e4b23,contracts
ca0e61cf-4a1b-4624-925d-5c0e821e4b23,csv
cb2a6de4-dc1d-4590-b926-21f8a63ec5f4,gis
cb2a6de4-dc1d-4590-b926-21f8a63ec5f4,census
cb2a6de4-dc1d-4590-b926-21f8a63ec5f4,json
cb2a6de4-dc1d-4590-b926-21f8a63ec5f4,contracts
80ead091-f2af-4908-acd6-349d987ec4af,spending
80ead091-f2af-4908-acd6-349d987ec4af,grants
c1bceb62-dd96-48e5-a1e8-85b5280bf6f9,wildfire
c1bceb62-dd96-48e5-a1e8-85b5280bf6f9,census
c1bceb62-dd96-48e5-a1e8-85b5280bf6f9,remote-sensing
c1bceb62-dd96-48e5-a1e8-85b5280bf6f9,infrastructure
61d5432e-02ff-483f-a240-00687170a599,energy
61d5432e-02ff-483f-a240-00687170a599,spending
61d5432e-02ff-483f-a240-00687170a599,agriculture
61d5432e-02ff-483f-a240-00687170a599,survey
61d5432e-02ff-483f-a240-00687170a599,procurement
61d5432e-02ff-483f-a240-00687170a599,employment
249219cd-3e42-4dd2-9872-021920d6dbfa,survey
249219cd-3e42-4dd2-9872-021920d6dbfa,gdp
f18a1f3e-5755-4dc7-b8ad-08d88638849f,demographics
f18a1f3e-5755-4dc7-b8ad-08d88638849f,gdp
f18a1f3e-5755-4dc7-b8ad-08d88638849f,agriculture
f18a1f3e-5755-4dc7-b8ad-08d88638849f,survey
f18a1f3e-5755-4dc7-b8ad-08d88638849f,procurement
f6a0ac90-f820-49fe-87a8-effd93c71629,mortality
f6a0ac90-f820-49fe-87a8-effd93c71629,water-quality
f6a0ac90-f820-49fe-87a8-effd93c71629,open-data
826106ad-06ce-488a-af7b-297c5a285684,csv
826106ad-06ce-488a-af7b-297c5a285684,transportation
826106ad-06ce-488a-af7b-297c5a285684,gdp
38950180-5fbb-43a2-8ae4-81b08d90589d,satellite
38950180-5fbb-43a2-8ae4-81b08d90589d,contracts
4210c6d6-353f-4bad-b09e-d25f9b5d58b4,budget
4210c6d6-353f-4bad-b09e-d25f9b5d58b4,spending
4210c6d6-353f-4bad-b09e-d25f9b5d58b4,finance
4210c6d6-353f-4bad-b09e-d25f9b5d58b4,vaccination
ed24d74d-6290-465d-9998-b562d877aea7,health
ed24d74d-6290-465d-9998-b562d877aea7,contracts
ed24d74d-6290-465d-9998-b562d877aea7,inflation
ed24d74d-6290-465d-9998-b562d877aea7,agriculture
ed24d74d-6290-465d-9998-b562d877aea7,state
6cf127b1-4959-46bb-bff7-23e173dfb11a,census
6cf127b1-4959-46bb-bff7-23e173dfb11a,tax
c3d1e359-6687-42ca-810c-d03437099487,tax
c3d1e359-6687-42ca-810c-d03437099487,contracts
b6989946-3af2-4d2e-ae29-f209e49e3069,public-safety
b6989946-3af2-4d2e-ae29-f209e49e3069,biodiversity
b6989946-3af2-4d2e-ae29-f209e49e3069,infrastructure
b6989946-3af2-4d2e-ae29-f209e49e3069,local
b6989946-3af2-4d2e-ae29-f209e49e3069,agriculture
8cbb2bcd-dc65-4f1a-b377-56d161f6573c,annual
8cbb2bcd-dc65-4f1a-b377-56d161f6573c,transportation
8cbb2bcd-dc65-4f1a-b377-56d161f6573c,housing
8cbb2bcd-dc65-4f1a-b377-56d161f6573c,real-time
8cbb2bcd-dc65-4f1a-b377-56d161f6573c,census
8cbb2bcd-dc65-4f1a-b377-56d161f6573c,procurement
bd283ba1-2e33-4a07-a05c-df901d1ff7a5,federal
bd283ba1-2e33-4a07-a05c-df901d1ff7a5,energy
bd283ba1-2e33-4a07-a05c-df901d1ff7a5,covid-19
c90f454c-0414-4e51-a1f6-f798775b0f79,environment
c90f454c-0414-4e51-a1f6-f798775b0f79,json
d745dea1-f5f9-4cef-9f9d-e4b97e8d316a,spending
d745dea1-f5f9-4cef-9f9d-e4b97e8d316a,annual
d745dea1-f5f9-4cef-9f9d-e4b97e8d316a,earthquake
d745dea1-f5f9-4cef-9f9d-e4b97e8d316a,flood
d745dea1-f5f9-4cef-9f9d-e4b97e8d316a,air-quality
d745dea1-f5f9-4cef-9f9d-e4b97e8d316a,transportation
9cf6524c-82c2-43b3-a697-b059dd929ef5,demographics
9cf6524c-82c2-43b3-a697-b059dd929ef5,open-data
9cf6524c-82c2-43b3-a697-b059dd929ef5,wildfire
424e272e-00d1-4868-86e6-eae60546e43b,mortality
424e272e-00d1-4868-86e6-eae60546e43b,grants
424e272e-00d1-4868-86e6-eae60546e43b,air-quality
424e272e-00d1-4868-86e6-eae60546e43b,health
424e272e-00d1-4868-86e6-eae60546e43b,tax
68e49e78-bb75-4df3-adc1-a37a4ffebc4b,real-time
68e49e78-bb75-4df3-adc1-a37a4ffebc4b,infrastructure
68e49e78-bb75-4df3-adc1-a37a4ffebc4b,procurement
68e49e78-bb75-4df3-adc1-a37a4ffebc4b,tax
68e49e78-bb75-4df3-adc1-a37a4ffebc4b,api
9097d17d-8a49-46e4-a2d6-7eefd63f3736,mapping
9097d17d-8a49-46e4-a2d6-7eefd63f3736,statistics
9097d17d-8a49-46e4-a2d6-7eefd63f3736,education
9097d17d-8a49-46e4-a2d6-7eefd63f3736,vaccination
9097d17d-8a49-46e4-a2d6-7eefd63f3736,energy
9097d17d-8a49-46e4-a2d6-7eefd63f3736,grants
a646b9eb-1409-4575-bf62-b9b880ed5b0d,real-time
a646b9eb-1409-4575-bf62-b9b880ed5b0d,covid-19
a646b9eb-1409-4575-bf62-b9b880ed5b0d,remote-sensing
a646b9eb-1409-4575-bf62-b9b880ed5b0d,earthquake
a646b9eb-1409-4575-bf62-b9b880ed5b0d,geojson
a646b9eb-1409-4575-bf62-b9b880ed5b0d,contracts
733cca93-fcce-445e-99b6-74c2f442e53b,time-series
733cca93-fcce-445e-99b6-74c2f442e53b,remote-sensing
733cca93-fcce-445e-99b6-74c2f442e53b,demographics
733cca93-fcce-445e-99b6-74c2f442e53b,employment
8e2746f9-2bd2-4117-a889-dd112bac99fe,survey
8e2746f9-2bd2-4117-a889-dd112bac99fe,mapping
8e2746f9-2bd2-4117-a889-dd112bac99fe,earthquake
8e2746f9-2bd2-4117-a889-dd112bac99fe,annual
8e2746f9-2bd2-4117-a889-dd112bac99fe,census
8e2746f9-2bd2-4117-a889-dd112bac99fe,statistics
8d4b2999-fa02-406f-a040-9e9c96fe72aa,health
8d4b2999-fa02-406f-a040-9e9c96fe72aa,survey
e537cfcf-7edb-4d20-9154-9a3b21707daa,annual
e537cfcf-7edb-4d20-9154-9a3b21707daa,real-time
e537cfcf-7edb-4d20-9154-9a3b21707daa,census
e537cfcf-7edb-4d20-9154-9a3b21707daa,gdp
e537cfcf-7edb-4d20-9154-9a3b21707daa,education
8003204b-36f1-40c9-9b0a-b4ece69b1f47,earthquake
8003204b-36f1-40c9-9b0a-b4ece69b1f47,agriculture
4df3f2bd-2e6c-40dd-beab-6d9e0703b541,federal
4df3f2bd-2e6c-40dd-beab-6d9e0703b541,geojson
4df3f2bd-2e6c-40dd-beab-6d9e0703b541,transportation
4df3f2bd-2e6c-40dd-beab-6d9e0703b541,covid-19
c6f73d9b-f279-46a7-83a2-5f7d9423fc8f,covid-19
c6f73d9b-f279-46a7-83a2-5f7d9423fc8f,wildfire
c6f73d9b-f279-46a7-83a2-5f7d9423fc8f,inflation
c6f73d9b-f279-46a7-83a2-5f7d9423fc8f,geojson
c6f73d9b-f279-46a7-83a2-5f7d9423fc8f,time-series
543fb4c4-6055-4b24-ae73-181ca3e948a0,population
543fb4c4-6055-4b24-ae73-181ca3e948a0,statistics
543fb4c4-6055-4b24-ae73-181ca3e948a0,satellite
543fb4c4-6055-4b24-ae73-181ca3e948a0,housing
543fb4c4-6055-4b24-ae73-181ca3e948a0,time-series
543fb4c4-6055-4b24-ae73-181ca3e948a0,remote-sensing
2f5e8b05-c9d4-4ddf-a858-2e88bd72eeee,population
2f5e8b05-c9d4-4ddf-a858-2e88bd72eeee,spending
2f5e8b05-c9d4-4ddf-a858-2e88bd72eeee,api
2f5e8b05-c9d4-4ddf-a858-2e88bd72eeee,open-data
2f5e8b05-c9d4-4ddf-a858-2e88bd72eeee,contracts
a5eb6ac2-805f-4852-9b53-2641614b1af1,state
a5eb6ac2-805f-4852-9b53-2641614b1af1,procurement
a5eb6ac2-805f-4852-9b53-2641614b1af1,demographics
a5eb6ac2-805f-4852-9b53-2641614b1af1,agriculture
a5eb6ac2-805f-4852-9b53-2641614b1af1,satellite
a5eb6ac2-805f-4852-9b53-2641614b1af1,remote-sensing
858346df-3cbe-4453-81f5-cab85aaf5efd,budget
858346df-3cbe-4453-81f5-cab85aaf5efd,census
858346df-3cbe-4453-81f5-cab85aaf5efd,gis
5452563c-0efa-4423-a5e9-74d0b097d718,mapping
5452563c-0efa-4423-a5e9-74d0b097d718,gis
5452563c-0efa-4423-a5e9-74d0b097d718,spending
7ce71a1e-1ebd-4993-9b41-dd5b57994282,environment
7ce71a1e-1ebd-4993-9b41-dd5b57994282,mapping
7ce71a1e-1ebd-4993-9b41-dd5b57994282,satellite
7ce71a1e-1ebd-4993-9b41-dd5b57994282,wildfire
8a6daf24-2e4d-48a9-9110-549e50963417,state
8a6daf24-2e4d-48a9-9110-549e50963417,education
8a6daf24-2e4d-48a9-9110-549e50963417,local
8a6daf24-2e4d-48a9-9110-549e50963417,remote-sensing
8a6daf24-2e4d-48a9-9110-549e50963417,health
8a6daf24-2e4d-48a9-9110-549e50963417,employment
23a5ab04-b9ef-4962-9347-3055d2c19a5b,geojson
23a5ab04-b9ef-4962-9347-3055d2c19a5b,json
23a5ab04-b9ef-4962-9347-3055d2c19a5b,statistics
23a5ab04-b9ef-4962-9347-3055d2c19a5b,real-time
23a5ab04-b9ef-4962-9347-3055d2c19a5b,grants
23a5ab04-b9ef-4962-9347-3055d2c19a5b,mortality
45b549fd-123f-4dfa-8436-fbb295e4e1ef,demographics
45b549fd-123f-4dfa-8436-fbb295e4e1ef,public-safety
45b549fd-123f-4dfa-8436-fbb295e4e1ef,wildfire
ff84c02f-fd9e-499c-b61f-f0c0f8d5dde3,state
ff84c02f-fd9e-499c-b61f-f0c0f8d5dde3,survey
ff84c02f-fd9e-499c-b61f-f0c0f8d5dde3,api
a0fb2d33-c8d3-4eff-a389-bda4870cf200,flood
a0fb2d33-c8d3-4eff-a389-bda4870cf200,biodiversity
a0fb2d33-c8d3-4eff-a389-bda4870cf200,gdp
a0fb2d33-c8d3-4eff-a389-bda4870cf200,water-quality
a0fb2d33-c8d3-4eff-a389-bda4870cf200,finance
20ab6c4a-b2ec-45af-8887-c17e581c8bbe,vaccination
20ab6c4a-b2ec-45af-8887-c17e581c8bbe,air-quality
20ab6c4a-b2ec-45af-8887-c17e581c8bbe,agriculture
20ab6c4a-b2ec-45af-8887-c17e581c8bbe,real-time
20ab6c4a-b2ec-45af-8887-c17e581c8bbe,census
20ab6c4a-b2ec-45af-8887-c17e581c8bbe,open-data
7463ceea-9291-4306-a1a4-8e65d5f3107b,geojson
7463ceea-9291-4306-a1a4-8e65d5f3107b,federal
ba806110-c623-4709-b86f-3deacfa645b3,infrastructure
ba806110-c623-4709-b86f-3deacfa645b3,procurement
ba806110-c623-4709-b86f-3deacfa645b3,annual
ba806110-c623-4709-b86f-3deacfa645b3,public-safety
c29e3a3b-c249-469a-9bd6-40a65d9afa4d,demographics
c29e3a3b-c249-469a-9bd6-40a65d9afa4d,health
ed16a813-8543-4b3f-ab7b-ad0391639462,biodiversity
ed16a813-8543-4b3f-ab7b-ad0391639462,covid-19
ed16a813-8543-4b3f-ab7b-ad0391639462,infrastructure
a67c796a-de0a-42c2-bd57-028cba15daec,mortality
a67c796a-de0a-42c2-bd57-028cba15daec,procurement
c3e7760b-a716-49b8-a22e-eac1877c6529,budget
c3e7760b-a716-49b8-a22e-eac1877c6529,remote-sensing
e1e9d3a0-e7d4-43ab-866c-c8d96acb9d8c,grants
e1e9d3a0-e7d4-43ab-866c-c8d96acb9d8c,wildfire
e1e9d3a0-e7d4-43ab-866c-c8d96acb9d8c,air-quality
e1e9d3a0-e7d4-43ab-866c-c8d96acb9d8c,time-series
e1e9d3a0-e7d4-43ab-866c-c8d96acb9d8c,census
e907dd2c-9c10-4729-86a8-1806a9ed1b04,geojson
e907dd2c-9c10-4729-86a8-1806a9ed1b04,csv
e907dd2c-9c10-4729-86a8-1806a9ed1b04,education
e907dd2c-9c10-4729-86a8-1806a9ed1b04,mortality
207c4580-0c0e-48bf-bbb2-072a8def8c96,remote-sensing
207c4580-0c0e-48bf-bbb2-072a8def8c96,infrastructure
ba40d97e-4d16-4be2-8a53-e1c51f528980,inflation
ba40d97e-4d16-4be2-8a53-e1c51f528980,energy
fe826104-3dc7-4832-8aac-ebc3bda2844a,agriculture
fe826104-3dc7-4832-8aac-ebc3bda2844a,budget
fe826104-3dc7-4832-8aac-ebc3bda2844a,employment
fe826104-3dc7-4832-8aac-ebc3bda2844a,federal
3afb6942-788e-446c-89fe-19e2cded10f6,open-data
3afb6942-788e-446c-89fe-19e2cded10f6,mortality
3afb6942-788e-446c-89fe-19e2cded10f6,annual
3afb6942-788e-446c-89fe-19e2cded10f6,api
c5107efb-ca50-480c-be0c-df843755f0d3,api
c5107efb-ca50-480c-be0c-df843755f0d3,vaccination
c5107efb-ca50-480c-be0c-df843755f0d3,biodiversity
c5107efb-ca50-480c-be0c-df843755f0d3,procurement
c5107efb-ca50-480c-be0c-df843755f0d3,education
c5107efb-ca50-480c-be0c-df843755f0d3,json
70b5752c-9adb-4c88-9a89-470ec1ee348b,real-time
70b5752c-9adb-4c88-9a89-470ec1ee348b,grants
70b5752c-9adb-4c88-9a89-470ec1ee348b,satellite
32ab298d-d542-4620-bb9c-64ee4fcb400b,education
32ab298d-d542-4620-bb9c-64ee4fcb400b,biodiversity
cc54a24c-655f-4627-b101-fcf3868cda18,tax
cc54a24c-655f-4627-b101-fcf3868cda18,geojson
84b41206-7b28-4eb3-9115-054300d37419,state
84b41206-7b28-4eb3-9115-054300d37419,contracts
84b41206-7b28-4eb3-9115-054300d37419,earthquake
84b41206-7b28-4eb3-9115-054300d37419,employment
af17cd57-72ae-458f-a2e4-14dd7b75094b,energy
af17cd57-72ae-458f-a2e4-14dd7b75094b,climate-change
af17cd57-72ae-458f-a2e4-14dd7b75094b,time-series
af17cd57-72ae-458f-a2e4-14dd7b75094b,covid-19
123f6899-4240-4b99-bff9-82805434120b,agriculture
123f6899-4240-4b99-bff9-82805434120b,statistics
123f6899-4240-4b99-bff9-82805434120b,covid-19
123f6899-4240-4b99-bff9-82805434120b,satellite
123f6899-4240-4b99-bff9-82805434120b,air-quality
25c0a556-2c1c-4739-88b6-5c1663e1dc19,gis
25c0a556-2c1c-4739-88b6-5c1663e1dc19,tax
25c0a556-2c1c-4739-88b6-5c1663e1dc19,mapping
223fffc5-c439-4df6-8dd1-23261bdef5ca,employment
223fffc5-c439-4df6-8dd1-23261bdef5ca,remote-sensing
223fffc5-c439-4df6-8dd1-23261bdef5ca,state
223fffc5-c439-4df6-8dd1-23261bdef5ca,json
223fffc5-c439-4df6-8dd1-23261bdef5ca,inflation
223fffc5-c439-4df6-8dd1-23261bdef5ca,vaccination
ff57407f-0a2a-49b4-907d-7c74f01189f1,satellite
ff57407f-0a2a-49b4-907d-7c74f01189f1,covid-19
ff57407f-0a2a-49b4-907d-7c74f01189f1,hurricane
76f3ac2e-19ac-4a4f-a2f8-5badc8c406bb,budget
76f3ac2e-19ac-4a4f-a2f8-5badc8c406bb,spending
774ac4f7-6a68-4c3c-b9b9-10f6fa5fb2bb,air-quality
774ac4f7-6a68-4c3c-b9b9-10f6fa5fb2bb,budget
774ac4f7-6a68-4c3c-b9b9-10f6fa5fb2bb,earthquake
524f70b9-671b-4133-8fc9-91093fb234f9,vaccination
524f70b9-671b-4133-8fc9-91093fb234f9,wildfire
524f70b9-671b-4133-8fc9-91093fb234f9,api
524f70b9-671b-4133-8fc9-91093fb234f9,spending
